recipient address,amount wei
0x59047700a48846437c5fd6dda228e05d096b5b5c,165188686800222486066654
0xc16d2e43904d5359f6c2f2e9b5417f09b84702c1,45118956439329169986608
0xa607b4f45c57c3078ee313fc4ceed372f1e6cccd,39407748899475666838554
0x517864ca89a6de02502b45e70294dce2016a49e0,34598885376073980349886
0xba30ef8af840e5f86aaee59280b1bc17717a54ef,33059610876443352892725
0xd1a1573fd3a22d9b37e12cd437c9c44de247f8ff,32426378346175748777810
0xb70fe3afc4d9c1e118db5ba8f341f6e51ab9f795,32312348634155388715440
0xabca8a8b5787860aa8f6c478747314bccb702e61,17914356161064225686794
0x21ff3c05de1c752c4ab87af330f409e691302edc,16204087140336442163270
0x6a836bddaf968c342e0a86ca21e67b4464ef6a1c,14957674723716678437289
0x80ed9a16f42e38c6ebf43d19b1e2c3dfdb34788f,11915253513233225764196
0xb83f6ec41a81c47d7dde14348c816ae752c9bd03,10205520605363886792038
0xe94ca2d70d1d8b8abf6e244119598bfc9536eca1,6004914174586615301029
0x3c1c84132dfdef572e74672917700c065581871d,5505029211168037391995
0x5bbfdb11abe1109c5c239088e62388cfc305e522,3693658907436966020509
0x57d539ad75e1ae12ece5a405d898916a6fb68faa,3506554084925894574147
0x092c0f2af38dbf75415f896225ed9c9435f548c0,2736281072228683878303
0x02c03c6ab3955a78602b47dca2e675f86953466a,2607922704507064108226
0xbaf4f541633533e6044962c491251d6aeda4e131,2451219487792431243465
0x71eeb63a0edeb36d8a604c31b8f66bb74faf3921,2405827866401704591764
0x28de514641034f2d900cf17c25cefbfec851559a,2364557664492232169154
0xd2faa1201ef9e480721f1fbd3417adf78c6b7063,2317955069238511627135
0x4876ab76a3af12b375c19e76cb0cbb45ce023fe8,1997481610383093672244
0x3d4a243407634b917166b44818fd5b95b4851c2d,1902946575618921470538
0x002ab7e9fdd61a4e64541a786034f5e36693a627,1599108084051838912279
0xb5b5ac6f6064f0de452149e9c7bac376bf71f734,983912329741934587313
0x77e45b1034b32f05f60f0df9d7182633f1f621ee,954298128571898021382
0xa02f65c8e2e3d8539c25bdc8285f663bf2229a5d,756805019801899593032
0xf1bee8834c4745726172dfbe9edc9ff08ef2245c,646277650628121657690
0x086a4f4bfe0b4a0d51309b286123c30da2e47a63,631403674637558892583
0x5f339d24f72d02e3fc9020fa9f16695c554d6867,602730442253680549929
0xda614b9fc056430e890bdd6a4c0df9e2b351643b,373798302912666745631
0xe74879d0721077e632e0c87ae2857423e40d4855,303901951529753792013
0xca977a85327dd36494d57ff11ca3be02af1142aa,287928843113695813232
0x09ec36b6cf27285205b8f6617d59e0e9705d865a,270453694220300973610
0xe8bd64ed3ae0a16ebc76b74ef98336742f58f1fb,260695256492633066559
0xd507b55a3c55d704375a93c24b7092c13c061e04,224038576130399513376
0x38c76d307521182891e90be38b826064e7f0fcb5,216389814081449654584
0x13d211560571a5e065f0fa4195456949085135d4,169803945401558474775
0x93acbf50da57390fd1dddff40178920636b686e0,153511354808266198200
0x1dbe2c010cdeba22606798438ebd3075980924fa,130045037578707149510
0x679a68fd44654d9a67563f204523bc1005477873,120241959303187173860
0xf48c45431670c55f76799b447e6e566465c09a38,113413800188631860740
0x6b711ee0b5e59777bbe00c0ec07e2455a8c3e39a,109786628296249016931
0xa9844214b5cc539e9c9e36935641faa71f8cd00d,70048323089730635493
0x64b53691a7a26744e4fc05120ed6dbdb02ca335a,61462467148584574837
0xc4992aaf70002e1c4738082be4b4bbe6b2a909a5,57039352476371221831
0xe4cd5dc0541f2f4b2b0bbb5b1ac73a2bf4f7b2f2,23604415658771049741
0x8aa4935c541d3be452ff3c5147afc57fd3fdeffb,20129658248763121179
0x0a6042f7af17deea88658cfd302c4a11bdf20850,12563579950047844172
0x1aa9f1d63f6fb2f59b52ff4d14e35d554ea50774,12079625564101016256
0xadbb45d3361223815f98a252753207548c4331f2,8795615644876920168
0x7fcebd30aedb2a6cda68df4205bb45339c21a00d,4707404802090408071
0x956647ef4f3f7cdcb1cb42cec653f63ce104f84e,4333144147831559319
0xfd6597554f07daf3c1f1d408d1eef3caa0dab8d9,3481205376132433108
0x3acbb2a9e74b391c3b3369b7767494ef7422d815,2618403877893412867
0x770c4d67f26be9d7a44ede7c5a641a14aceb5f33,2509322178737613518
0x646e0d1f620ddfb5ba2e6c2a1cf837e0701a1409,2161177849426748640
0xf5dcee91409cf103f84b209425aacfba335d6bf3,2065865871801273757
