address,cysFLR_snapshot1,cysFLR_snapshot2,cysFLR_snapshot3,cysFLR_snapshot4,cysFLR_snapshot5,cysFLR_snapshot6,cysFLR_snapshot7,cysFLR_snapshot8,cysFLR_snapshot9,cysFLR_snapshot10,cysFLR_snapshot11,cysFLR_snapshot12,cysFLR_snapshot13,cysFLR_snapshot14,cysFLR_snapshot15,cysFLR_snapshot16,cysFLR_snapshot17,cysFLR_snapshot18,cysFLR_snapshot19,cysFLR_snapshot20,cysFLR_snapshot21,cysFLR_snapshot22,cysFLR_snapshot23,cysFLR_snapshot24,cysFLR_snapshot25,cysFLR_snapshot26,cysFLR_snapshot27,cysFLR_snapshot28,cysFLR_snapshot29,cysFLR_snapshot30,cysFLR_average,cysFLR_penalty,cysFLR_bounty,cysFLR_final,cysFLR_rewards,cyWETH_snapshot1,cyWETH_snapshot2,cyWETH_snapshot3,cyWETH_snapshot4,cyWETH_snapshot5,cyWETH_snapshot6,cyWETH_snapshot7,cyWETH_snapshot8,cyWETH_snapshot9,cyWETH_snapshot10,cyWETH_snapshot11,cyWETH_snapshot12,cyWETH_snapshot13,cyWETH_snapshot14,cyWETH_snapshot15,cyWETH_snapshot16,cyWETH_snapshot17,cyWETH_snapshot18,cyWETH_snapshot19,cyWETH_snapshot20,cyWETH_snapshot21,cyWETH_snapshot22,cyWETH_snapshot23,cyWETH_snapshot24,cyWETH_snapshot25,cyWETH_snapshot26,cyWETH_snapshot27,cyWETH_snapshot28,cyWETH_snapshot29,cyWETH_snapshot30,cyWETH_average,cyWETH_penalty,cyWETH_bounty,cyWETH_final,cyWETH_rewards,total_rewards
0x31c351c33f8657986d7c45b384ea73b2151511f0,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,1045705807566885751268,0,0,1045705807566885751268,1842734442498559903280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842734442498559903280
0xa0037c030d0bb693d8934caeda1851cf216131f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324813774536634231020,1324813774536634231020,1324813774536634231020,1324813774536634231020,176641836604884564136,0,0,176641836604884564136,311276837082310727857,63060125320,63060125320,63060125320,63060125320,63060125320,63060125320,63060125320,63060125320,63060125320,63060125320,63060125320,63060125320,63060125320,63060125320,63060125320,63060125320,93539832454924081935,93539832454924081935,93539832454924081935,93539832454924081935,93539832454924081935,93539832454924081935,93539832454924081935,93539832454924081935,93539832454924081935,93539832454924081935,3793033946727340674049,3793033946727340674049,3793033946727340674049,3793033946727340674049,536917803748918850688,0,0,536917803748918850688,1435645694725542903428,1746922531807853631285
0xb0b52df07cc0f2520f78a8f7130bb5b79f991111,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,983170052178929414395,0,0,983170052178929414395,1732534432603634246903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732534432603634246903
0x7fe5e77da72fa1fd2dbce564094162f4c4fc5b71,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,982348778352809308713,0,0,982348778352809308713,1731087190410693387399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731087190410693387399
0x5bbfdb11abe1109c5c239088e62388cfc305e522,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,642250758858580151758,0,0,642250758858580151758,1131769170167722816124,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,222909974707040199016,0,0,222909974707040199016,596031167648138026827,1727800337815860842951
0x4388b708d8a8a2dd0fe5f5d4ffe0c80d603d2601,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,209389836879922171276,0,0,209389836879922171276,368985102249332142436,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,502543377178220997094,0,0,502543377178220997094,1343733120453822168815,1712718222703154311251
0x13a44b92bbc4d7c4deb2f4279d3c9b97313f048c,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,958704540658618315028,0,0,958704540658618315028,1689421503129979269866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689421503129979269866
0x5f339d24f72d02e3fc9020fa9f16695c554d6867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,570704227065367079831,591221897133048324956,591221897133048324956,591221897133048324956,591221897133048324956,591221897133048324956,591221897133048324956,591221897133048324956,575491683414492703693,0,0,575491683414492703693,1538787039423136716359,1538787039423136716359
0x176701e4a2cc73198f1ed95656d2bf6a63394f4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,548688069812322699619,0,0,548688069812322699619,1467117796566296821165,1467117796566296821165
0xea17eb024cc7166a52526456aef455bd80a1b5f7,-843452336099058001517,-843452336099058001517,-843452336099058001517,-843452336099058001517,-843452336099058001517,-843452336099058001517,1017312903804613843047,1017312903804613843047,1017312903804613843047,1017312903804613843047,1017312903804613843047,1017312903804613843047,1017312903804613843047,1017312903804613843047,1017312903804613843047,1017312903804613843047,1017312903804613843047,1316890633929502006295,1316890633929502006295,1316890633929502006295,1316890633929502006295,1316890633929502006295,1316890633929502006295,1316890633929502006295,1316890633929502006295,1316890633929502006295,1316890633929502006295,1316890633929502006295,1316890633929502006295,1316890633929502006295,774976872211331011541,0,0,774976872211331011541,1365658069630909729953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365658069630909729953
0x510218869100f87c6f039f3e35fec94ad35d7153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,507088601373266398824,0,0,507088601373266398824,1355886436104034376620,1355886436104034376620
0xba69686c4a6864885b6accc36ad296540e5238f1,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,30579909818678282815,0,0,30579909818678282815,53887673438950510963,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,484199801103377888475,0,0,484199801103377888475,1294684875389417353881,1348572548828367864844
0x264dea1edaef76e96d5691b49c6ba90b883d0ab7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,500000277338903359175,0,0,500000277338903359175,1336933214937407378983,1336933214937407378983
0xcb43fb65b1700ba710d37e8a310299a962c6a0c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,457006303232360742110,721835921424553340966,721835921424553340966,721835921424553340966,721835921424553340966,492316918991319755290,0,0,492316918991319755290,1316388952378551648802,1316388952378551648802
0xef108281ee13503cdc57d087e77a7331ed5e3974,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,417489453280607106131,0,0,417489453280607106131,735696588249903630352,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,206824596162377166335,0,0,206824596162377166335,553021037802499429536,1288717626052403059888
0x152c6f22dd470d904307bd3fed09d9f4f27c4a64,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,897364561429366180262,0,0,0,0,0,0,0,687979497095847404867,0,0,687979497095847404867,1212351988348565144708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212351988348565144708
0x6b711ee0b5e59777bbe00c0ec07e2455a8c3e39a,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,632029445598584472191,0,0,632029445598584472191,1113757253378634374657,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,32007664919230083075,0,0,32007664919230083075,85584173254569582652,1199341426633203957309
0xa9880da220f476f9873f676ad6496535961ade40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,448608117686173768130,242367221603344188065,242367221603344188065,434858724613985129459,0,0,434858724613985129459,1162753500529950223451,1162753500529950223451
0x04c956c1f3229663ec09f7e06913550e03d83b5d,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,282702882317117229916,0,0,0,0,0,0,0,216738876443123209602,0,0,216738876443123209602,381935521214590616479,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,372334696071492529248,0,0,0,0,0,0,0,285456600321477605756,0,0,285456600321477605756,763272397415531897322,1145207918630122513801
0xc0b98c8ce77855c8a68c44c6d3a9acd0134c1a4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,373773214034419946780,0,0,373773214034419946780,999419095037457842137,999419095037457842137
0xc3eb580bd101a062c091e6ecb4cc940f9e0ab9f0,0,0,0,0,0,0,0,0,0,0,0,0,1211197763919699050013,1211197763919699050013,1211197763919699050013,1211197763919699050013,1211197763919699050013,1211197763919699050013,1211197763919699050013,1211197763919699050013,1211197763919699050013,1211197763919699050013,1211197763919699050013,1211197763919699050013,1211197763919699050013,1211197763919699050013,0,0,0,0,565225623162526223339,0,0,565225623162526223339,996036089737101556011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996036089737101556011
0xd5bda68bfb2211b093b43b0fe8524ebee597538f,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,548380820835127778841,0,0,548380820835127778841,966352313285672031685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966352313285672031685
0x48211e9309f4609bf3f6db7419ebe408b6ea23eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3981165003354937959372,3981165003354937959372,3981165003354937959372,3981165003354937959372,530822000447325061249,0,0,530822000447325061249,935410299897092463726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935410299897092463726
0xd507b55a3c55d704375a93c24b7092c13c061e04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484119510512015756721,484119510512015756721,484119510512015756721,484119510512015756721,484119510512015756721,484119510512015756721,1055787263196780534,1055787263196780534,484119510512015756721,484119510512015756721,1055787263196780534,484119510512015756721,484119510512015756721,484119510512015756721,484119510512015756721,1055787263196780534,1055787263196780534,1055787263196780534,1055787263196780534,484119510512015756721,484119510512015756721,484119510512015756721,484119510512015756721,484119510512015756721,484119510512015756721,484119510512015756721,484119510512015756721,484119510512015756721,1055787263196780534,1055787263196780534,339200393537370063864,0,0,339200393537370063864,906976042200418047072,906976042200418047072
0x7bf6f7911fa5a4208abdd0b4465269a7f3097d95,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,510486902428319949398,0,0,510486902428319949398,899575952186626920179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899575952186626920179
0xf53a28380519c51a06aee67dace98218150a29da,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,502906279773521984103,0,0,502906279773521984103,886217439342480181010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886217439342480181010
0x14aba78f570a023a5bbe4f827fdcc31632beeef4,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,500372489470831232728,0,0,500372489470831232728,881752414258894755360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881752414258894755360
0xde7f73e5eb4f6792ab318047b030a0875363ce94,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,500242083995785562875,0,0,500242083995785562875,881522614769766765612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881522614769766765612
0x77e45b1034b32f05f60f0df9d7182633f1f621ee,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,266495763570214992949,0,0,266495763570214992949,469616711275056668766,143233333913399783865,143233333913399783865,143233333913399783865,143233333913399783865,143233333913399783865,143233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,153233333913399783865,151233333913399783865,0,0,151233333913399783865,404377510329857511744,873994221604914180510
0x43404bf9fafbdd93eb548ca8e886d0e54d92cbbf,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,479303399368879961580,0,0,479303399368879961580,844624631547897635232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844624631547897635232
0x62d02b1ecd2ae1315ae4f2959b39b71427aee101,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,415343763237085170161,0,0,415343763237085170161,731915470350860880220,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,37362225642438880830,0,0,37362225642438880830,99901545477555174254,831817015828416054474
