recipient address,amount wei
0x7b348860bea02c43eecb4b2c68a7c0b6044f1e84,190344266505632707845134
0x09ae86c36d6ef5108c6966d5fe255e4a7de57b25,179133874100865790519335
0x103ca065db4ed55afc29724fa2fdaddc71a0fc0f,146640795332516937814548
0xc16d2e43904d5359f6c2f2e9b5417f09b84702c1,139631650251102127817523
0x59047700a48846437c5fd6dda228e05d096b5b5c,95024626860631387517768
0x25072d7a24dc21edd8403cf5011b8c0467442493,75992856085845524098489
0x24df721bcbf7a4f40f1ac4a2289e7aa861c8e237,71148523487977438380992
0xec2fb6ae7213de35c04e3529cc3ab28ab5ad69ed,65136951515566638272941
0xa0037c030d0bb693d8934caeda1851cf216131f2,57242300875217003060433
0xd5a22c790c948cd0062bb3f1f657d566f8407c25,47970081989444802900874
0xb14076cd1f3ca3953840522cbe4f3eeb48a2ca68,39760934271178304605250
0x639aae6253480eed8d68813efb9e3825c1bf402c,38692241559333309127379
0x869d4b5bd174ffe7c15775bb71e007c290c42761,35774284455285681799099
0xf3f607e9f1f92601d03ea591f081ec971fd7100b,32265371913418683021330
0xed6d3fa8faee04893624dd13d3e9726f3898c0b6,32069541205554435468193
0xb70fe3afc4d9c1e118db5ba8f341f6e51ab9f795,31647345926356586877237
0x570180db9fe992e31f03b501411e62dc3c196fbc,31416602981277704767730
0x140703d517e5285a21e673b6dc57c2e0784768fd,30109068345976272028993
0x63cd7bff428713a9ea78751fbbf949d467833579,27033355095693866731832
0x5f767b0e9072a796ab2be46f1e31aa9d1881dc5b,24906638026964899855134
0x883c5b2ad4351e9632dc8bb71eccb722388a8acb,24151048120198214117746
0x4a4e593667a2a848b5e0f76b7d82ff9f86d36357,19578489923985895154413
0x1f4fb5ce1c8ec71090ca2fe5072c14d93416454d,19425501995534688656772
0x50d488a8c23e9e1d30adec65dee0e4c55b80365d,19139651595512614218145
0xc9845e7334edaddb067b71e2169ab2443b27bf75,18031153451179791412904
0x3c1c84132dfdef572e74672917700c065581871d,17856910775009429910569
0x71eeb63a0edeb36d8a604c31b8f66bb74faf3921,17613771066703630391973
0x29566e4affd4403b09f43b1b38348e52612bf867,17011878795424221687053
0x66b6279cfa615a2fbd6f851327ecad2109a77b1e,16411535819837848325274
0xd1a1573fd3a22d9b37e12cd437c9c44de247f8ff,16041236832503612766595
0xf20b4689724ca2ec068b771891af5636bd972925,15679057934599003506915
0xe5ede11105fdc631da8c2ad3bf9720e317d0983f,15114271105304390261835
0x1347e2a53f74a8794833d31260f7742684ffb894,14414336107642674126198
0x004b67b93a4abfbf4219a80c12e8048e8940119e,14354918469407862091299
0x04ca5b4d18029de724c00adc8f7c320cce2f2407,14327211477583997893064
0xe24b6732800967352725f98688d3fa7aaffa3c9e,14085919721289881113683
0xd2faa1201ef9e480721f1fbd3417adf78c6b7063,13819902395091258185623
0x7d78cf703f0df1292b8c0fca0fc554906377425f,13321447616801509142955
0x4876ab76a3af12b375c19e76cb0cbb45ce023fe8,12345085743683778860320
0x04cd292e81375cb7c80ded796603f84c40a4111d,11713819265441534030690
0xc4a82757d3067079d04e0bcf051b6795cac97787,11568523143513678718587
0x4bedd4c61efdc85868b440869513efb2bc185680,11130509403748339341046
0xa58403fdb6a987304897dda6d2b8744d61d7d45a,10390453908128731385290
0xa3bdb0fd287bb109ff8d34c584ae00f1e53e467d,9529209931488479211611
0x1defd980ea9fcadeed6a4664d1c392614f53966a,9413039790477532194335
0x21ff3c05de1c752c4ab87af330f409e691302edc,8988246710535114422826
0x820e9b01dd1fa16e9cb79ae54c6a66da4abf9562,8826354077372644818899
0x55f6c45ba5c2e4c4cf5d764be8cc699c8d2767fc,8662075864243715764668
0xb074efc82ddaaf4f7d347ee920dc8acd3fbbd924,8547627844271788634698
0x1788d36782acd0af00b78d47037c2e03a13cf252,8343258281685965968762
0xc14556021bd7fc705c20157f5b46e540698a9b62,8082779117941586232737
0x2fb7f6f02e86daeb1f6b429a697eccbe1f204c5b,7524244541005808940445
0x90a7ecad46c2808e35099f816e80576ea0bae99d,6181535937904498977749
0xf5dcee91409cf103f84b209425aacfba335d6bf3,6134030417729649304955
0xabca8a8b5787860aa8f6c478747314bccb702e61,5748173243571948554204
0x603fe4b88d2bf59247fac064b44a79cfc7de14b1,5746684854372338823070
0x80ed9a16f42e38c6ebf43d19b1e2c3dfdb34788f,5398591651546385285641
0xc821fe56c7279338a077b00f56956d3d46da2906,4832453868157342447802
0xd507b55a3c55d704375a93c24b7092c13c061e04,4597420512006141623739
0xca977a85327dd36494d57ff11ca3be02af1142aa,4319982335809266121280
0xea04812dd7467ed61fdf3180ce6271e8828e72de,4197410482021180651673
0xc43a5c7c55ff4ce40c54d8350803041e95084adb,3944243150033562757055
0x4388b708d8a8a2dd0fe5f5d4ffe0c80d603d2601,3911339565844208007600
0x078255d40df5b1834d1fbbf80c6549ce54d1e5c7,3876125534755832908430
0x81c4c93ceee4e9959ce71d6d906198b2bd7176fd,3729686889594236893675
0xb4778d16e1f8159c033e5452c4ad9a2396746702,3581613533308194214747
0x24ca819348b574bf13c2f321b33a2c66e681caae,3478883798917944546662
0xcb43fb65b1700ba710d37e8a310299a962c6a0c8,3456885897351015612388
0x41b0043f68dffb27000c46ec0ee0583967ad31f4,3242735406033030673133
0xb82be9e3590c4d76edd29c0ad36f95fce2af9620,3229811430634292610649
0xaafff3e2b6d975f74e3140a11650e1ff2e22aae1,3123745605186055660728
