recipient address,amount wei
0x7b348860bea02c43eecb4b2c68a7c0b6044f1e84,243966624262673858425671
0x103ca065db4ed55afc29724fa2fdaddc71a0fc0f,166813632379521042264767
0xc16d2e43904d5359f6c2f2e9b5417f09b84702c1,164567257302339750371595
0x09ae86c36d6ef5108c6966d5fe255e4a7de57b25,144415612416955353041153
0x59047700a48846437c5fd6dda228e05d096b5b5c,92826977164127081199160
0x25072d7a24dc21edd8403cf5011b8c0467442493,89564131483806744139603
0x24df721bcbf7a4f40f1ac4a2289e7aa861c8e237,83854667935593522083473
0xec2fb6ae7213de35c04e3529cc3ab28ab5ad69ed,69985504742572741371058
0xa0037c030d0bb693d8934caeda1851cf216131f2,69655129004669687504193
0xd5a22c790c948cd0062bb3f1f657d566f8407c25,54107441691218101195614
0xb14076cd1f3ca3953840522cbe4f3eeb48a2ca68,45647790492304256908223
0x639aae6253480eed8d68813efb9e3825c1bf402c,44420871107607737483815
0x04cd292e81375cb7c80ded796603f84c40a4111d,41408951194032552364042
0x869d4b5bd174ffe7c15775bb71e007c290c42761,41070892114592751410077
0xf3f607e9f1f92601d03ea591f081ec971fd7100b,38027522076060196435677
0xb70fe3afc4d9c1e118db5ba8f341f6e51ab9f795,37299125176447561648278
0x140703d517e5285a21e673b6dc57c2e0784768fd,35486132448392475710865
0xed6d3fa8faee04893624dd13d3e9726f3898c0b6,33560843277219751053381
0x5f767b0e9072a796ab2be46f1e31aa9d1881dc5b,29354619867776815060818
0x50d488a8c23e9e1d30adec65dee0e4c55b80365d,22557729243894494832037
0x1f4fb5ce1c8ec71090ca2fe5072c14d93416454d,21706185254052843091008
0xc9845e7334edaddb067b71e2169ab2443b27bf75,21251268628222583104487
0x3c1c84132dfdef572e74672917700c065581871d,19995463909875412688992
0x71eeb63a0edeb36d8a604c31b8f66bb74faf3921,19714932118760658432974
0x66b6279cfa615a2fbd6f851327ecad2109a77b1e,19342409638594210286509
0xd1a1573fd3a22d9b37e12cd437c9c44de247f8ff,18905980362236200241172
0xf20b4689724ca2ec068b771891af5636bd972925,17566185774050516042653
0x04ca5b4d18029de724c00adc8f7c320cce2f2407,16885853732422733590342
0x63cd7bff428713a9ea78751fbbf949d467833579,16805095084213622103860
0x004b67b93a4abfbf4219a80c12e8048e8940119e,15105077873577952187997
0xe24b6732800967352725f98688d3fa7aaffa3c9e,14060690809049830632916
0x7d78cf703f0df1292b8c0fca0fc554906377425f,13048428870489933315892
0xd2faa1201ef9e480721f1fbd3417adf78c6b7063,12494384051591346670046
0xa58403fdb6a987304897dda6d2b8744d61d7d45a,12246045588190646979080
0x21ff3c05de1c752c4ab87af330f409e691302edc,10407046202353658233670
0x55f6c45ba5c2e4c4cf5d764be8cc699c8d2767fc,9944550638138834604913
0xb074efc82ddaaf4f7d347ee920dc8acd3fbbd924,9813157869490424215166
0x1788d36782acd0af00b78d47037c2e03a13cf252,9600871628668622627991
0xc14556021bd7fc705c20157f5b46e540698a9b62,9128577419100608574872
0x4876ab76a3af12b375c19e76cb0cbb45ce023fe8,8983184499120476975143
0x1347e2a53f74a8794833d31260f7742684ffb894,8494268809546397836547
0xf5228b56c2c4159244b763c4199b57c285051aaa,7290993908419709977428
0x90a7ecad46c2808e35099f816e80576ea0bae99d,7285472951417037728023
0xf5dcee91409cf103f84b209425aacfba335d6bf3,6786713879297042694542
0x1defd980ea9fcadeed6a4664d1c392614f53966a,5998330131336722965572
0xd507b55a3c55d704375a93c24b7092c13c061e04,5372620168803479220753
0xea04812dd7467ed61fdf3180ce6271e8828e72de,4818863485116658683415
0xa3bdb0fd287bb109ff8d34c584ae00f1e53e467d,4603893218338954172943
0x4388b708d8a8a2dd0fe5f5d4ffe0c80d603d2601,4594968516280687928842
0xc43a5c7c55ff4ce40c54d8350803041e95084adb,4528213138440990771364
0x078255d40df5b1834d1fbbf80c6549ce54d1e5c7,4450010282093947269345
0x81c4c93ceee4e9959ce71d6d906198b2bd7176fd,4360372722589140542671
0xb4778d16e1f8159c033e5452c4ad9a2396746702,3915938832246474006148
0x518dd771365a99d1a78f52857d3e12aca4c4654c,3581332561749664941526
0xa281c46bef794568c60494bc3c4e9f2d677381b3,3477841951992188455576
0x172b8e8fa5a6729fdcd494e9d4d702f670321f91,3467831843412244502283
0x013a22a4dcc363310307c9b43d002799ff8509d8,3136426249739578852063
0x99a144ddbc8a0e2938878c2655fc1ce9620639f7,3090495257751754944412
0x7505f118dacfc0ecfa1f1398c244c67b58113510,3000520542151072070230
0xa11e7ae3ffebfbae7fe2eea4d8c05d89ac7c6ea1,2702509910375220143646
0x7fe5e77da72fa1fd2dbce564094162f4c4fc5b71,2625538107584204977415
0x13a44b92bbc4d7c4deb2f4279d3c9b97313f048c,2562343803830938834316
0x50ab8ea0a6f062b70bcd2619afc112168873544c,2539947069561977550836
0x6f0cfe7030b567868787d36bcbdc227348b24c3c,2525268579761148189185
0x152c6f22dd470d904307bd3fed09d9f4f27c4a64,2398399534205162371360
0xd63c9212172c12b7f9cecd50f1e7b98a34e3a66d,2374249914887929087772
0x28de514641034f2d900cf17c25cefbfec851559a,1987452099128819765238
0x648537ece8c8022208212a61dc41441bd0dea23f,1954704132408404329902
0xc4a82757d3067079d04e0bcf051b6795cac97787,1926106734716392260397
0xb82be9e3590c4d76edd29c0ad36f95fce2af9620,1854002656347472597570
0x6b711ee0b5e59777bbe00c0ec07e2455a8c3e39a,1689234446157598892829
0x62d02b1ecd2ae1315ae4f2959b39b71427aee101,1529182134035005071181
0xda2926213fd4a810ee8c8c10dec27e3db3d2e024,1528062995624843710032
0x1401826b9142cb1726380708eab3443378b78c78,1352285374278407188699
0xf53a28380519c51a06aee67dace98218150a29da,1344125051290658622382
0x14aba78f570a023a5bbe4f827fdcc31632beeef4,1337352952477142690287
0x22be331720a051e0a02d0ce58c76db9e0820c7b6,1333627081966970781055
0x5a7d8f26281274d2f26a7e865679f31685659bae,1284382205912680197416
0x43404bf9fafbdd93eb548ca8e886d0e54d92cbbf,1281041283776791373866
0x4b5e1dcd48ef1d48b608aa0cc09f0bcb70caaab3,1264637701221908848116
0x68cec1489842ece5d253855d24dea65694249362,1255486276273886727248
0x510218869100f87c6f039f3e35fec94ad35d7153,1131244132305743147688
0x56fca41652f64cd204f07056f598cee79745abaf,956747699257628822193
0x04127d0b7784ed0932fd7ebd7db5464be51a17f6,924249559403501824158
