address,cysFLR_snapshot1,cysFLR_snapshot2,cysFLR_average,cysFLR_penalty,cysFLR_bounty,cysFLR_rewards,cyWETH_snapshot1,cyWETH_snapshot2,cyWETH_average,cyWETH_penalty,cyWETH_bounty,cyWETH_rewards
0x8681b9982806909127d49d46347bf2769a2e3e8e,0,0,0,0,0,20110562768063444238059,20110562768063444238059,20110562768063444238059,0,0,189023518944359301840249
0x7b348860bea02c43eecb4b2c68a7c0b6044f1e84,0,0,0,0,0,15818000000000000000000,15818000000000000000000,15818000000000000000000,0,0,148676795231712769268363
0x8360134b80648f0d18e64683040b6050e2c1b397,63039723900752249325828,63039723900752249325828,63039723900752249325828,0,0,0,0,0,0,0,143395996579347789918420
0x43039ca8f2bf2030777c03e89eec5fcfa6a8d1e6,0,0,0,0,0,13826829672457470774953,13826829672457470774953,13826829672457470774953,0,0,129961355665427331030047
0x103ca065db4ed55afc29724fa2fdaddc71a0fc0f,54296172789119704434685,54296172789119704434685,54296172789119704434685,0,0,0,0,0,0,0,123507105135772613218394
0xc16d2e43904d5359f6c2f2e9b5417f09b84702c1,9550111825898976908,9550111825898976908,9550111825898976908,0,0,13000000000000000000000,13000000000000000000000,13000000000000000000000,0,0,122211528728627069279579
0x3b6dfed46945b61a5178f1ee222e23b59737d25b,0,0,0,0,0,11813856983401340371236,11813856983401340371236,11813856983401340371236,0,0,111040990998729359113908
0xf5ba9563e850e905e91f7c9008dbbf89982cfa4a,0,0,0,0,0,10163101515765815425619,10163101515765815425619,10163101515765815425619,0,0,95525184155937780036426
0xa0037c030d0bb693d8934caeda1851cf216131f2,24517813699510264751817,24517813699510264751817,24517813699510264751817,0,0,2296049629201438473883,2296049629201438473883,2296049629201438473883,0,0,77351556512341325532381
0x24df721bcbf7a4f40f1ac4a2289e7aa861c8e237,0,0,0,0,0,7475772692724841933314,7475772692724841933314,7475772692724841933314,0,0,70266400672340454455608
0x29566e4affd4403b09f43b1b38348e52612bf867,9061685466509798537517,9061685466509798537517,9061685466509798537517,0,0,4949087737339415103747,4949087737339415103747,4949087737339415103747,0,0,67130092886958469943531
0xec2fb6ae7213de35c04e3529cc3ab28ab5ad69ed,20093404682431323543264,20093404682431323543264,20093404682431323543264,0,0,0,0,0,0,0,45706319933215798672490
0xb14076cd1f3ca3953840522cbe4f3eeb48a2ca68,17079185061183469489407,17079185061183469489407,17079185061183469489407,0,0,0,0,0,0,0,38849896716985587184014
0x639aae6253480eed8d68813efb9e3825c1bf402c,16620131446531124650749,16620131446531124650749,16620131446531124650749,0,0,0,0,0,0,0,37805690834040097700259
0x869d4b5bd174ffe7c15775bb71e007c290c42761,15366732091256178060187,15366732091256178060187,15366732091256178060187,0,0,0,0,0,0,0,34954592533791700993846
0xf3f607e9f1f92601d03ea591f081ec971fd7100b,0,0,0,0,0,3390212114685774294397,3390212114685774294397,3390212114685774294397,0,0,31865335210975394593837
0xd5a22c790c948cd0062bb3f1f657d566f8407c25,1685171963507860288770,1685171963507860288770,1685171963507860288770,0,0,2774811452822045164867,2774811452822045164867,2774811452822045164867,0,0,29914299876464859077162
0x140703d517e5285a21e673b6dc57c2e0784768fd,2,2,2,0,0,3163643318364441316341,3163643318364441316341,3163643318364441316341,0,0,29735766204997239294146
0xf5228b56c2c4159244b763c4199b57c285051aaa,0,0,0,0,0,2662252386519927679026,2662252386519927679026,2662252386519927679026,0,0,25023084645705014788292
0x5f767b0e9072a796ab2be46f1e31aa9d1881dc5b,0,0,0,0,0,2617009535848336923557,2617009535848336923557,2617009535848336923557,0,0,24597837329672706197227
0x59047700a48846437c5fd6dda228e05d096b5b5c,9887034018425015853603,9887034018425015853603,9887034018425015853603,0,0,0,0,0,0,0,22489963606408668726817
0xca977a85327dd36494d57ff11ca3be02af1142aa,0,0,0,0,0,2054304728749867301224,2054304728749867301224,2054304728749867301224,0,0,19308853426468786486345
0xc9845e7334edaddb067b71e2169ab2443b27bf75,0,0,0,0,0,1894583302370834448158,1894583302370834448158,1894583302370834448158,0,0,17807597275003838085072
0xadb28f8177cd553c90258058fa24ea80fbf7d8a2,0,0,0,0,0,1863135106092262310728,1863135106092262310728,1863135106092262310728,0,0,17512008892242681098247
0x1f4fb5ce1c8ec71090ca2fe5072c14d93416454d,4051353238160092826,4051353238160092826,4051353238160092826,0,0,1771200319991131560290,1771200319991131560290,1771200319991131560290,0,0,16657109583283521969559
0x66b6279cfa615a2fbd6f851327ecad2109a77b1e,0,0,0,0,0,1724405585849594758526,1724405585849594758526,1724405585849594758526,0,0,16208060196218352154854
0xd1a1573fd3a22d9b37e12cd437c9c44de247f8ff,0,0,0,0,0,1651199038391443479132,1651199038391443479132,1651199038391443479132,0,0,15519976060040818921477
0x3c1c84132dfdef572e74672917700c065581871d,11500406495578496395,11500406495578496395,11500406495578496395,0,0,1553592291786920528596,1553592291786920528596,1553592291786920528596,0,0,14628709077096037637403
0x1347e2a53f74a8794833d31260f7742684ffb894,0,0,0,0,0,1446435057203110110723,1446435057203110110723,1446435057203110110723,0,0,13595355216573368818167
0xb82be9e3590c4d76edd29c0ad36f95fce2af9620,0,0,0,0,0,1426763756518944031530,1426763756518944031530,1426763756518944031530,0,0,13410460416740190700910
0xd2faa1201ef9e480721f1fbd3417adf78c6b7063,5878295735236672709378,5878295735236672709378,5878295735236672709378,0,0,0,0,0,0,0,13371316100138155238046
