recipient address,amount wei
0x103ca065db4ed55afc29724fa2fdaddc71a0fc0f,163438397113130236210725
0x09ae86c36d6ef5108c6966d5fe255e4a7de57b25,150384548236146011969087
0x59047700a48846437c5fd6dda228e05d096b5b5c,140370451883534977897418
0xc16d2e43904d5359f6c2f2e9b5417f09b84702c1,114527918491479715995849
0x0fda1b34f1dae98780d77500fd8945e812758be7,77470431561568255441745
0x7b348860bea02c43eecb4b2c68a7c0b6044f1e84,72366803758093910927169
0xec2fb6ae7213de35c04e3529cc3ab28ab5ad69ed,64538670776056010374555
0xd1a1573fd3a22d9b37e12cd437c9c44de247f8ff,63039311982966588943155
0xe7645f8bbbce282483e58dd6a15aa0706018b643,62855917379143867700081
0xba30ef8af840e5f86aaee59280b1bc17717a54ef,52906384654636680938812
0x25072d7a24dc21edd8403cf5011b8c0467442493,52530274408379717931097
0x24df721bcbf7a4f40f1ac4a2289e7aa861c8e237,49181615944957811565871
0xd5a22c790c948cd0062bb3f1f657d566f8407c25,47966160627792102894222
0x29566e4affd4403b09f43b1b38348e52612bf867,42460251712654956296769
0x517864ca89a6de02502b45e70294dce2016a49e0,40983341082778607758430
0xcde102caec8c2a8e91c84ec0f30c54cfaabb5e7c,40088511513135179058917
0xb14076cd1f3ca3953840522cbe4f3eeb48a2ca68,35481875814197182991508
0x0f87df732b0e850ee6a5b1d004be8cbc635598da,35327728340795615920081
0x639aae6253480eed8d68813efb9e3825c1bf402c,34528195454812156437660
0x869d4b5bd174ffe7c15775bb71e007c290c42761,31924267919034357388798
0xed6d3fa8faee04893624dd13d3e9726f3898c0b6,25371114100010240508048
0xf3f607e9f1f92601d03ea591f081ec971fd7100b,22303528618343454196354
0xa0037c030d0bb693d8934caeda1851cf216131f2,21231837174659876835870
0x140703d517e5285a21e673b6dc57c2e0784768fd,20812977743698594812932
0x1f4fb5ce1c8ec71090ca2fe5072c14d93416454d,20491438566009244515830
0x45b834a360488b9a51e46f8d76e022a147b54460,19769588342211977103739
0x623cf57e14b12a3fd45df829de46a23b5ce9e3dd,17699517221906634526123
0xf20b4689724ca2ec068b771891af5636bd972925,17560970197613008194543
0x5f767b0e9072a796ab2be46f1e31aa9d1881dc5b,17216783228527002726330
0x04cd292e81375cb7c80ded796603f84c40a4111d,16694070860693444997827
0x21ff3c05de1c752c4ab87af330f409e691302edc,15160728651403641285432
0x71eeb63a0edeb36d8a604c31b8f66bb74faf3921,14542670727139770069321
0xa7db569237278963bd4943f28691ab5d887686b6,14504012784751901513303
0xe24b6732800967352725f98688d3fa7aaffa3c9e,14426064009185114153915
0xa92c68a323a9e079530791656bd27169a9e2a6ba,13027585814789020846679
0xc9bc2f988bc694c918f45a3043e1c87d67b79ad3,12836511220367922453898
0xc9845e7334edaddb067b71e2169ab2443b27bf75,12464085276911970429734
0x3c1c84132dfdef572e74672917700c065581871d,11733407295262137803312
0x66b6279cfa615a2fbd6f851327ecad2109a77b1e,11344520057321689647405
0xf53fdeb6ac205f83e2527cb106daaf73856fe291,10447374324353126692000
0x44a72b9e0f74efdc57e95e4dc52715d9433bb056,10220601660134324077067
0xd2faa1201ef9e480721f1fbd3417adf78c6b7063,9811659189476761108098
0x1347e2a53f74a8794833d31260f7742684ffb894,9398870552798217500294
0xabca8a8b5787860aa8f6c478747314bccb702e61,8790791736228432558717
