recipient address,amount wei
0x103ca065db4ed55afc29724fa2fdaddc71a0fc0f,168889745737365660206375
0x59047700a48846437c5fd6dda228e05d096b5b5c,149614329543975802353717
0xc16d2e43904d5359f6c2f2e9b5417f09b84702c1,110762282389902185364517
0x09ae86c36d6ef5108c6966d5fe255e4a7de57b25,104107769581016596991004
0xa6ab6ee9921d7ccc1b5c507e209fd1280645d1c9,86822538301407341638628
0x29566e4affd4403b09f43b1b38348e52612bf867,82730405983357547499327
0xca977a85327dd36494d57ff11ca3be02af1142aa,66335208705920196683221
0xec2fb6ae7213de35c04e3529cc3ab28ab5ad69ed,58056257731735226900889
0xd1a1573fd3a22d9b37e12cd437c9c44de247f8ff,56783580677262117348522
0xcde102caec8c2a8e91c84ec0f30c54cfaabb5e7c,56769765595976871110015
0x0f87df732b0e850ee6a5b1d004be8cbc635598da,50479117624812828990396
0x25072d7a24dc21edd8403cf5011b8c0467442493,50226285216095893375372
0x24df721bcbf7a4f40f1ac4a2289e7aa861c8e237,48231009808371039766836
0x517864ca89a6de02502b45e70294dce2016a49e0,47688600096751149878158
0xba30ef8af840e5f86aaee59280b1bc17717a54ef,47618404820394981651719
0xd5a22c790c948cd0062bb3f1f657d566f8407c25,33982889554975567562212
0xb14076cd1f3ca3953840522cbe4f3eeb48a2ca68,32657631372507173639063
0x639aae6253480eed8d68813efb9e3825c1bf402c,30222647423114485222588
0x869d4b5bd174ffe7c15775bb71e007c290c42761,29383197748519882300861
0xb17e6ce84231927f88eecfa5793446c142487837,26708196832644030267883
0xed6d3fa8faee04893624dd13d3e9726f3898c0b6,24413441219753570432695
0x3d4a243407634b917166b44818fd5b95b4851c2d,22383407232313966497120
0x45b834a360488b9a51e46f8d76e022a147b54460,21737019706450107257268
0x1f4fb5ce1c8ec71090ca2fe5072c14d93416454d,20731910774391320405804
0x623cf57e14b12a3fd45df829de46a23b5ce9e3dd,20564008105704183224210
0xf3f607e9f1f92601d03ea591f081ec971fd7100b,20074296544820989882977
0xa0037c030d0bb693d8934caeda1851cf216131f2,19363347151535386584335
0x140703d517e5285a21e673b6dc57c2e0784768fd,18732725855053355328630
0x04cd292e81375cb7c80ded796603f84c40a4111d,17931911255790847079863
0x1347e2a53f74a8794833d31260f7742684ffb894,16918911611867672331323
0x4ba924bd8d82e87e70e35dfbf77a0484f6fc86fa,16717892137773660368056
0x5f767b0e9072a796ab2be46f1e31aa9d1881dc5b,15495970076820129732999
0x21ff3c05de1c752c4ab87af330f409e691302edc,14983895486969542737544
0x71eeb63a0edeb36d8a604c31b8f66bb74faf3921,14336759171868843360301
0xe24b6732800967352725f98688d3fa7aaffa3c9e,13895270941700457307183
0x57a9e5312429884e5125059cdfacad9a891db0f8,13528435578592258171421
0xb70fe3afc4d9c1e118db5ba8f341f6e51ab9f795,13175169034205061310662
0xfeb86f7f2b60a00435a7d9419f2c440ab47512ee,12236752311066122421447
0x8f65d27c67f4aec557059d9a113ad95b7869bb59,12114236224130071961766
0xa92c68a323a9e079530791656bd27169a9e2a6ba,11990631426618379863731
0xc9845e7334edaddb067b71e2169ab2443b27bf75,11218303089623482717323
0x3c1c84132dfdef572e74672917700c065581871d,10561142460709001185753
0x66b6279cfa615a2fbd6f851327ecad2109a77b1e,10210638132032921449431
0xf53fdeb6ac205f83e2527cb106daaf73856fe291,9415436293316973150855
0xd2faa1201ef9e480721f1fbd3417adf78c6b7063,9072069866945522677046
0x822c3175b8331a4c6130307677408bb2b7f12b6d,8926580502993546988106
0x36ec6329994b2391f3de82199a1386f7147f4b94,7966275821382658915725
0x7d78cf703f0df1292b8c0fca0fc554906377425f,7930060671465516670863
0xabca8a8b5787860aa8f6c478747314bccb702e61,7912154314079032953198
0x1788d36782acd0af00b78d47037c2e03a13cf252,7816369079615865958173
0x9f19fd85015a98c8ea491d2c713e322bb8e097a2,7700662095636043971960
0xe204483fad53dda74fcc76f8b8634816f79180ef,7359574778690029822892
0x55f6c45ba5c2e4c4cf5d764be8cc699c8d2767fc,7114593398782819983815
0x81c4c93ceee4e9959ce71d6d906198b2bd7176fd,6989098555204923843079
0xa607b4f45c57c3078ee313fc4ceed372f1e6cccd,6777945979258291969567
0xc9bc2f988bc694c918f45a3043e1c87d67b79ad3,5907382881038259796504
0x44a72b9e0f74efdc57e95e4dc52715d9433bb056,5400032059736979928321
0xa7db569237278963bd4943f28691ab5d887686b6,5375560872030177360448
0xfdb0e31cc3ed92581953842ec6e4fc7807ab42d9,4780494159194394037459
0x4876ab76a3af12b375c19e76cb0cbb45ce023fe8,4742120961536673720581
0xf5dcee91409cf103f84b209425aacfba335d6bf3,4613870656173176686592
0x76466ff2cdba227a9f71357ef43f4c2d2fa6a8e4,4527205522999970475573
0xb4778d16e1f8159c033e5452c4ad9a2396746702,3896849745492270986140
0xc14556021bd7fc705c20157f5b46e540698a9b62,3570257727078791383185
0xef00c0312cf953d6b8978ede3df96de2f3d9496a,3518272712649915707005
0xb074efc82ddaaf4f7d347ee920dc8acd3fbbd924,3510295776047088231219
0x0c0577ab2b70cce459a1e8509e3d16986b8f6836,3502065976810748641269
0xda614b9fc056430e890bdd6a4c0df9e2b351643b,3456311784982472513822
0xea04812dd7467ed61fdf3180ce6271e8828e72de,3447541833550661000303
0x4388b708d8a8a2dd0fe5f5d4ffe0c80d603d2601,3376066127913816781940
0x625da507435458d1a95fc719fe5553ccce9f1cfa,3341336220155442493716
0xc43a5c7c55ff4ce40c54d8350803041e95084adb,3239602921772978727785
0x5009b4aea75a2d8bed5dcc2d53700941a6e5209f,3234511707463310402378
0x078255d40df5b1834d1fbbf80c6549ce54d1e5c7,3183654539007564397415
0x648537ece8c8022208212a61dc41441bd0dea23f,3134752096992464404325
0x0e9b063789909565ceda1fba162474405a151e66,3036981273456374582650
0x28de514641034f2d900cf17c25cefbfec851559a,2972554637637426508253
0x264dea1edaef76e96d5691b49c6ba90b883d0ab7,2960627093601247875468
0x493a30766b7e9733e4060c7192a820f5e386029c,2952058159753674246724
0xd507b55a3c55d704375a93c24b7092c13c061e04,2860341512470588288609
0xc79d9ce6bf7e5f38115d52e93f856f8f67a76cb1,2807659308599298530956
0x04c956c1f3229663ec09f7e06913550e03d83b5d,2542226312560806961059
0xf3d5f8b23d3361d08face1e9ed0d4a70ad654275,2521353976353407809567
0xa281c46bef794568c60494bc3c4e9f2d677381b3,2488139715308888069623
0xcb9684474f109e177fb7d4c600d74a1eeb9c907c,2456055337286208229435
0xbc557a9b2b30502bb28d96af5f8fbf64d85bc22b,2364578476567425216260
0x518dd771365a99d1a78f52857d3e12aca4c4654c,2359936633433733234828
0x5bbfdb11abe1109c5c239088e62388cfc305e522,2319521110701545015450
0x013a22a4dcc363310307c9b43d002799ff8509d8,2243881931335069300578
0xa11e7ae3ffebfbae7fe2eea4d8c05d89ac7c6ea1,2228853145070281242637
0x99a144ddbc8a0e2938878c2655fc1ce9620639f7,2211021690155053859285
0x172b8e8fa5a6729fdcd494e9d4d702f670321f91,2163926761294202129119
0xcb43fb65b1700ba710d37e8a310299a962c6a0c8,2112544508363244102155
0x510218869100f87c6f039f3e35fec94ad35d7153,2010997883961836010632
0x61d1a2d3907debce56df8651faf710c3b5446898,1948116868701651327881
0x5f339d24f72d02e3fc9020fa9f16695c554d6867,1941687180000222800392
0x7fe5e77da72fa1fd2dbce564094162f4c4fc5b71,1878379101096044732102
0x13a44b92bbc4d7c4deb2f4279d3c9b97313f048c,1833168232080065887294
0x94af5cc0498df9334109fd74a3e7fc96f0c82cef,1820294215538730140827
0x7505f118dacfc0ecfa1f1398c244c67b58113510,1806041675866965399566
0xa3bdb0fd287bb109ff8d34c584ae00f1e53e467d,1778808306547182897135
0x152c6f22dd470d904307bd3fed09d9f4f27c4a64,1715878184405662754848
0x31c351c33f8657986d7c45b384ea73b2151511f0,1671710444858283365714
0x176701e4a2cc73198f1ed95656d2bf6a63394f4a,1624459864370300875110
0xba69686c4a6864885b6accc36ad296540e5238f1,1462770644467476800361
0x6b711ee0b5e59777bbe00c0ec07e2455a8c3e39a,1398048220600595445986
0xbb6d266deb37594e9927d2a4dd723a7ce2d5fa0f,1375170629980980394896
0x77e45b1034b32f05f60f0df9d7182633f1f621ee,1353917719527520535067
0x4fc1588c61ec880004d752ef78b474dd1da750e2,1339006697601634902115
0xb30dd0e567ed68efb05263258b2cc0791ff145ea,1332642830938363840501
0xc3eb580bd101a062c091e6ecb4cc940f9e0ab9f0,1286957167021817672786
0x4b5e1dcd48ef1d48b608aa0cc09f0bcb70caaab3,1204042048333902310806
0xb0b52df07cc0f2520f78a8f7130bb5b79f991111,1169325736360209836616
0x1defd980ea9fcadeed6a4664d1c392614f53966a,1107471043701825399140
0xc0b98c8ce77855c8a68c44c6d3a9acd0134c1a4a,1106602490524879526417
0x62d02b1ecd2ae1315ae4f2959b39b71427aee101,1015422607055585133363
0xef108281ee13503cdc57d087e77a7331ed5e3974,1011477330477028489212
0xa3779929f13d1e9177dcf9ce0b8a40df57022dc3,1008846612534745508483
0xf53a28380519c51a06aee67dace98218150a29da,961622456863558955603
0x14aba78f570a023a5bbe4f827fdcc31632beeef4,956777519041052915395
0x22be331720a051e0a02d0ce58c76db9e0820c7b6,954111933163826215552
0xd60e6c82af520b9e016facf3a1bd39ca5ce85d4c,925889781411719902228
0x43404bf9fafbdd93eb548ca8e886d0e54d92cbbf,916490668384023619199
0x4a8977354010225d0d342c25af92887964d48922,914828028986248344914
0x68cec1489842ece5d253855d24dea65694249362,898207943070249359923
0xbe86e1c2938a166e50d07707a4b56bb2de88fb78,875523876878216816940
0xade6b063077d7156ba541bbbbe015fda01c7f0e8,858482270617007960470
0x04127d0b7784ed0932fd7ebd7db5464be51a17f6,845165582718125443233
0x5690fc225d43bb6322361827110e9efed1afdc07,744168453534203326964
0x5a7d8f26281274d2f26a7e865679f31685659bae,743376228771952842739
0x4f6a4204e8f221094f5ef3e5077ccb898ea02d05,742091101601520879341
0x534aed1268c2ad78ef1e62ee86ab9fbca7544724,716007247690563595703
0xa28a97b2f112c59657a325300add7b2fa0713b4f,682082757323265543589
0xbacef66a73a4a6859092af8afac46bd2b021c376,651992218415835281235
0x403c82b10b6309601a38513b2430998fab87c1fe,638169527536170134116
0xf88ed04c5556853862b79f37bb3c062db8b5eba6,632963828132299340853
0x01db901a9f15b81fbf0650fa1c146f96b68282f2,621161191789755988928
0xb5b5ac6f6064f0de452149e9c7bac376bf71f734,615804047823472913136
0x7fbebfa30eb4fb6959dfab220ca089fae244107f,593919637933614368032
0xaa543db2074ddd6d5f9293185b519ff030e52d40,577057424133719356817
0xf0f8bbe09edd55fabc1baef0cec6fa18f3637815,562858749694686207074
0xc8b90a411b1830e5246251633fd5399d7defb7f4,562798576843391751646
0x8860f8ad989f8ff0f9164371b49e3f8582abc2df,562512224290346220139
0xd814d1e28b449ec0964e2caab70c5f268c5052e8,541878298757512259469
0x2fb7f6f02e86daeb1f6b429a697eccbe1f204c5b,514929639339524590423
0x15bb96a6ad73e09665dcddadb75690034c76c9e1,443683973666953190669
0x6a458d1ac0fcf70cb5ba83e78c34efa7565ba1b3,433895596447187460664
0x6d04683250c103f5960b5dd6972c5a8a974c430c,427960663127217668834
0xb92b0092c51cd380fcc8806757897c31409e277c,383469839609902785909
0xd5bda68bfb2211b093b43b0fe8524ebee597538f,360704383601731893403
0x674a3eddb02bd4332e88ea39a47319df85cf09a5,330561654627058416435
0x1d59a0d0d1bc18e8738c7d5060888737dd002707,321393414575010050367
0x43df613c93b28d3c7946defa13002096756a9b47,303140248096784848756
0xf0eeb5963d12232cf9d558a60fc8e135a3ac3dc4,288068993883182687546
0x5db882efacfc8f3e8e2fd5801571664c44d5f013,261745009536915961227
0xc36daf32a4a3fd82925222a6335878fe629065fd,254437478520344922109
0x512397698c98487f13a920f258d076115390b548,233539220149983889312
0xc469f49036b7ac51b35b4990f668473a34aed0a7,228838428700124281913
0xce2141e5510b3712a8b781b757dbac05c5cf62ea,225430747198851607303
0x3812b489d3991bb9503b080ce7e546c6d51ab059,223838311583173577543
0x5a62d8178c9950187fec0b83d4fd0121af420ecb,223801244835790829676
0xde7f73e5eb4f6792ab318047b030a0875363ce94,220733562683550553765
0x37375c5b004f56615cbb410ae0bc770b73795499,216163463430588898463
0x384348039e8d91e930a0e31762cd903b6c63b01b,196088680470586390460
0xbe26671b6736494b0f4c63e610d132757f0ee0ac,184960476867408973364
0x43039ca8f2bf2030777c03e89eec5fcfa6a8d1e6,181353057128514061329
0x7ebfa3dbda499d2e4766a2aac720539b43ec3c83,178308671367102833094
0x22a317f4bc8d478947aa0240bab3ab9b4189a5ab,177295737671081440758
0xd686d28511285c4a3b898eeb839ae0fa2f2a44fb,176207037749113175185
0xc7b829e9ce23ab96649b9cb861fc976afe9ad3c8,174049781656478031271
0xa9880da220f476f9873f676ad6496535961ade40,172101014242231925297
0x9de6b1e6971b4a4720a8a1030468508e29fc2878,170207180277966856940
0x3a66319137fc04de9a62d6f14152957d3867bd74,154306879913614447678
0xf902a1c5815b57e7888dc93842dbff8f3d5523f6,144670587062661868330
0x838d720b4cc42dc7ebdee60ab8ecc04bbedbe459,138949637839754633389
0x1e6487baa3ca8cad228902647ff186f0d3e47439,128579554731860982308
0x7bf6f7911fa5a4208abdd0b4465269a7f3097d95,120490524458855871336
0xaefafe6069d5a4fe41754e0c11e7863a646ece7a,119088287761724317661
0xedb1db65ea1e0c094ce833bacf4b72fe38d85f5c,113966527816352687031
0xf3e791d7d4d55d0b44b9a60aac7b590b3749117a,106244837944656533853
0xd6e402fdb1841d81cdbf66919e8a7b3309e16099,105821724428613381267
0x7e7cd0bea9e8f73209d28b2cb7a9388f7a29bd76,103666212125345028571
0x51b07b8757de436eadf1ff0421abe41ac84be93a,102716832922018225029
0x2262f080f655d2a09508c3804211801069688353,99516752950516081971
0xce35a74e1a118685727c567c83a76bc79368f5b3,96509351703408840684
0xf2ecebe8f4cb2624ed986074caf9484dc507c88f,95425939455019989868
0xad9c9d40e6623ba38890af0a1826f2f0ef60b3f9,94773699327772520046
0x183b8fb86cec31a3298c09300ffc64278eae9bf2,90805499785719574507
0x11ebee2bf244325b5559f0f583722d35659ddce8,88673823104792150074
0xc3d8ad173ae5bb4d02ac0385fe8c6261c35572e7,87308748357541441552
0xb4b15741a2152d1c8135bd947996b613a8cb584b,86991949886849756698
0xdda6ec4ae14d598e7baa1dcae49aedcd8aa66954,82797492359724414556
0x719ec2ef45a985d469f6ef453a690aba59dccfa4,80202323743997640142
0x9bddf5558a6a2adf9b38f0af3cfec80f0c603cc5,78791615061365072795
0x75d3dd226bcbdb2f3753d560cc3f484f1f7590f4,76520489423669405978
0x4987f8529c988223ef269779997bc65c7bcc2c7b,75759364303103405424
0x51bae6ab25689754048762a78d239ea09d504fd4,66916973329625140802
0x3c938e75bc44e253191064d3de72c76142f2195d,66668329374172119813
